Nome_Escola,REDE,NO_DISTRITO,ID_LATITUDE,ID_LONGITUDE,Municipio,ANO_CENSO,PK_COD_ENTIDADE,ID_DEPENDENCIA_ADM,Dependencia_Administrativa,UF,Endereco,Nr_Endereco,Complemento_Endereco,Bairro,CEP,DDD,Telefone,Telefone_Publico_1,Fax,Correio_Eletronico,Situacao_Funcionamento,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,FINSLUCRATIVOS,MOD_ATIV_COMPLEMENTAR,FUNC_PREDIO_ESCOLAR,FUNC_SALAS_EMPRESA,FUNC_PRISIONAL,FUNC_TEMPLO_IGREJA,FUNC_CASA_PROFESSOR,FUNC_GALPAO,FUNC_OUTROS,FUNC_SALAS_OUTRA_ESC,NUM_CNPJ_ESCOLA_PRIVADA,NUM_CNPJ_UNIDADE_EXECUTORA,CONVENIADA_PP,TIPO_CONVENIO_PODER_PUBLICO,ACESSIBILIDADE,REFEITORIO,DESPENSA,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,BANHEIRO_CHUVEIRO,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,AGUA_FILTRADA,AGUA_REDE_PUBLICA,AGUA_POCO_ARTESIANO,AGUA_CACIMBA,AGUA_FONTE_RIO,AGUA_INEXISTENTE,ENERGIA_REDE_PUBLICA,ENERGIA_GERADOR,ESGOTO_REDE_PUBLICA,ESGOTO_FOSSA,ESGOTO_INEXISTENTE,INTERNET,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_IMPRESSORA,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_FAX,EQUIP_FOTO,EQUIP_PARABOLICA,EQUIP_COPIADORA,EQUIP_RETRO,EQUIP_TV,EQUIP_VIDEOCASSETE,MATERIAL_ESP_NAO_UTILIZA,MATERIAL_ESP_QUILOMBOLA,MATERIAL_ESP_INDIGENA,EDUCACAO_INDIGENA,LINGUA_INDIGENA,LINGUA_PORTUGUESA,ESPACO_TURMA_PBA,ABRE_FINAL_SEMANA,MOD_ENS_REGULAR,MOD_EDUC_ESPECIAL,MOD_EJA,MATTOTAL,MATEI,MATCRECHE,MATPRE,MATEF,MATEFI,MATEF1,MATEF2,MATEF3,MATEF4,MATEF5,MATEF6,MATEF7,MATEF8,MATEF14AI,MATEF58AF,MATS,MAT1S,MAT2S,MAT3S,MAT4S,MAT5S,MAT6S,MAT7S,MAT8S,MATA,MAT1A,MAT2A,MAT3A,MAT4A,MAT5A,MAT6A,MAT7A,MAT8A,MAT9A,MATEM,MATEM1,MATEM2,MATEM3,MATEM4,MATEMNS,MATEM_EM,MATEM1_EM,MATEM2_EM,MATEM3_EM,MATEM4_EM,MATEMNS_EM,MATEM_I,MATEM1_I,MATEM2_I,MATEM3_I,MATEM4_I,MATEMNS_I,MATEM_N,MATEM1_N,MATEM2_N,MATEM3_N,MATEM4_N,MATEP,MATEPCONC,MATEPSUBSEQ,MATEJA,MATEJAEF,MATEJAEM,MATEJAP,MATEJAPEF,MATEJAP14,MATEJAP58,MATEJAPPJ,MATEJAPEM,MATEJASP,MATEJASPEF,MATEJASP14,MATEJASP58,MATEJASPEM,MATEJAEPEF,MATEJAEPNM,MATEJASPEPEF,MATEJASPEPNM,MATEEINCL,MATESPTOT,MATESP,MATESPEXCLUS,MATESPCLESP
PEQUIA - CENTRO DE RECREACAO INFANTIL,Privada,LIBERDADE,-46.62333879,-23.57846617,SAO PAULO,2012,35464326,4,Privada,São Paulo,CORONEL DIOGO,578,,JARDIM DA GLORIA,1545000,11,20687836,,,KELLYDELLARINGA@UOL.COM.BR,Em Atividade,31/1/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,50590694000132,50590694000132,Não,,Não,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,9,3,Não,Não,9,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,1,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,10,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEQUERRUCHO NUCLEO DE EDUCACAO INFANTIL,Privada,SAUDE,-46.64050129,-23.62142484,SAO PAULO,2012,35452725,4,Privada,São Paulo,RUA PARACATU,117,,PARQUE IMPERIAL,4302020,11,22751377,,,ALEZANINETTI@HOTMAIL.COM,Em Atividade,10/2/2012,20/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,4018589000106,4018589000106,Não,,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,6,6,Sim,Não,5,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONGONHAS LICEU,Privada,CAMPO BELO,-46.659349,-23.6386397,SAO PAULO,2012,35153597,4,Privada,São Paulo,RUA SIMOES PINTO,255,,PARQUE JABAQUARA,4356100,11,50317732,,50317732,LICEUCONGONHASEDUCACIONAL@UOL.COM.BR,Em Atividade,31/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,861485000108,861485000108,Não,,Não,Sim,Sim,Não,Sim,Não,,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,8,8,Não,Não,17,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,10,8,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,82,16,2,14,66,3,7,8,7,10,7,9,8,7,35,31,0,0,0,0,0,0,0,0,0,66,3,7,8,7,10,7,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIATIVA COLEGIO,Privada,CAMPO BELO,-46.6666354,-23.63163761,SAO PAULO,2012,35105806,4,Privada,São Paulo,RUA ESTEVAO BAIAO,765,,CAMPO BELO,4624002,11,55433848,,55433848,COLEGIOCRIATIVA@GMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,47892682000158,47892682000158,Não,,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,16,16,Não,Sim,33,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,11,6,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,108,9,2,7,53,5,6,6,5,7,7,6,6,5,29,24,0,0,0,0,0,0,0,0,0,53,5,6,6,5,7,7,6,6,5,46,12,19,15,0,0,46,12,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0
TRAVESSIA RECREACAO INFANTIL,Privada,FREGUESIA DO O,-46.685971,-23.44650437,SAO PAULO,2012,35324899,4,Privada,São Paulo,RUA JOSE FELIX ALVES PACHECO,200,,VILA BRASILANDIA,2835040,11,39231241,,,EVELIBORGES@YAHOO.COM.BR,Em Atividade,30/5/2012,30/7/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,58933573000158,58933573000158,Não,,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,2,2,Não,Não,4,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,2,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,8,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INOVACAO COLEGIO,Privada,FREGUESIA DO O,-46.6966334,-23.5024864,SAO PAULO,2012,35119015,4,Privada,São Paulo,R ANTONIETA LEITAO,214,,FREGUESIA DO O,2925160,11,39323747,,,CONTATO@INOVACAOCOLEGIO.COM.BR,Em Atividade,30/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,9340836000100,60741956000176,Não,,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,15,15,Não,Sim,30,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,13,10,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,87,13,2,11,62,6,10,8,11,7,3,4,6,7,42,20,0,0,0,0,0,0,0,0,0,62,6,10,8,11,7,3,4,6,7,12,5,6,1,0,0,12,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATHENA COLEGIO,Privada,SOCORRO,-46.7032623,-23.7323285,SAO PAULO,2012,35378720,4,Privada,São Paulo,RUA CONTOS AMAZONICOS,352,,VILA PROGRESSO ZONA LESTE,4830130,11,59256907,,59290134,COLEGIOATHENA@IG.COM.BR,Em Atividade,30/1/2012,18/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,5897711000124,5897711000124,Não,,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,8,8,Sim,Não,25,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,27,22,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,160,59,2,57,101,24,18,21,16,8,9,5,0,0,87,14,0,0,0,0,0,0,0,0,0,101,24,18,21,16,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MODULAR COLEGIO,Privada,MORUMBI,-46.7238561,-23.6068601,SAO PAULO,2012,35153606,4,Privada,São Paulo,RUA CLEMENTINE BRENNE,378,,PARAISOPOLIS,5659000,11,37428194,,37428194,,Em Atividade,31/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,822794000179,822794000179,Não,,Não,Não,Sim,Não,Sim,Sim,,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,15,15,Não,Sim,27,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,15,10,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,88,6,2,4,31,4,4,5,3,3,2,4,1,5,19,12,0,0,0,0,0,0,0,0,0,31,4,4,5,3,3,2,4,1,5,51,17,14,20,0,0,51,17,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ROSANA RODRIGUES COLEGIO,Privada,JAGUARA,-46.7539399,-23.5084839,SAO PAULO,2012,35286539,4,Privada,São Paulo,AVENIDA CANDIDO PORTINARI,728,,VILA JAGUARA,5114001,11,36214241,,,COLEGIOROSANA@YAHOO.COM.BR,Em Atividade,1/2/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,58924572000147,58924572000147,Não,,Não,Sim,Sim,Não,Sim,Não,,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,6,6,Sim,Não,10,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,2,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,23,4,2,2,19,2,10,3,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19,2,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FONTE DE ENSINO COLEGIO,Privada,CAMPO LIMPO,-46.7566836,-23.6353419,SAO PAULO,2012,35810629,4,Privada,São Paulo,R.PROF.LEITAO DA CUNHA,608,,PQ REGINA,5775200,11,58165526,,,,Em Atividade,1/2/2012,18/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,4855173000142,4855173000142,Não,,Não,Sim,Sim,Não,Sim,Não,,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,8,8,Sim,Sim,13,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,10,7,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,74,10,2,8,64,23,15,10,9,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,64,23,15,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
KODOMO COLEGIO,Privada,JARAGUA,-46.7578138,-23.4799477,SAO PAULO,2012,35299595,4,Privada,São Paulo,RUA JOAO FLORENCIO PEREIRA,182,,JARAGUA,5160180,11,39033700,,,COLEGIOKODOMO@GMAIL.COM,Em Atividade,30/1/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,4507081000171,4507081000171,Não,,Não,Não,Não,Não,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,7,7,Não,Sim,15,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,10,7,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,70,20,2,18,50,11,15,8,4,12,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,11,15,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAZENDINHA ENCANTADA E E I,Privada,BUTANTA,-46.77012053,-23.58966974,SAO PAULO,2012,35807278,4,Privada,São Paulo,AV. ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,4382,E FUNDOS,VILA BORGES,5564100,11,37820960,,37820960,CEI.SOLETRANDO@HOTMAIL.COM,Em Atividade,30/1/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,4787241000183,4787241000183,Não,,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,5,5,Não,Sim,9,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,3,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,7,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTELO ENCANTADO E R,Privada,ITAIM PAULISTA,-46.3907413,-23.49378198,SAO PAULO,2012,35801409,4,Privada,São Paulo,RUA MANOEL MARTINS DE MELO,11,A,VILA NOVA ITAIM,8110820,11,25616419,,,ESTANRIBEIRO@IG.COM.BR,Em Atividade,1/2/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,3999651000125,3999651000125,Não,,Não,Sim,Não,Não,Sim,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,6,5,Não,Sim,6,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,1,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,48,48,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMARGO PERSSET COLEGIO,Privada,GUAIANASES,-46.4013488,-23.5486925,SAO PAULO,2012,35198882,4,Privada,São Paulo,RUA DA LAGOA DE ESMORIZ,308,,JARDIM SOARES,8460150,11,25579907,,,,Em Atividade,26/1/2012,14/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,1640894000147,1640894000147,Não,,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,19,19,Sim,Sim,26,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,12,9,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,195,39,3,36,156,16,25,15,18,14,18,18,25,7,88,68,0,0,0,0,0,0,0,0,0,156,16,25,15,18,14,18,18,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGALHAES ESCOLA DE EDUCACAO INFANTIL,Privada,SAO RAFAEL,-46.44920759,-23.6242975,SAO PAULO,2012,35336397,4,Privada,São Paulo,RUA MIGUEL FERREIRA DE MELO,Nº 112,,JARDIM SANTO ANDRE,8390000,11,27534710,27510549,,ESCOLAMAGALHAES@YAHOO.COM.BR,Em Atividade,26/1/2012,19/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,96523667000148,96523667000148,Não,,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,6,6,Não,Não,4,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,1,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,10,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO GABRIEL COLEGIO,Privada,ITAQUERA,-46.4493292,-23.5139403,SAO PAULO,2012,35805427,4,Privada,São Paulo,AVENIDA PADRE GREGORIO MAFRA,1409,,ITAQUERA,8230000,11,20510794,20510794,,NA-ZARO@HOTMAIL.COM,Em Atividade,30/1/2012,20/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,1272851000156,1272851000156,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,8,8,Não,Não,21,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,11,10,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,68,22,3,19,46,3,4,11,6,3,4,9,2,4,27,19,0,0,0,0,0,0,0,0,0,46,3,4,11,6,3,4,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO MARANHAO COLEGIO,Privada,TATUAPE,-46.5614586,-23.5271007,SAO PAULO,2012,35168661,4,Privada,São Paulo,R ARNALDO CINTRA,72,,VL MOREIRA,3088000,11,29429177,,,MARANHAO@OSITE.COM.BR,Em Atividade,30/1/2012,19/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,2806796000108,,Não,,Não,Sim,Sim,Não,Sim,Sim,,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,16,16,Não,Não,33,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,18,15,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,S,,184,12,3,9,71,4,5,3,8,11,5,7,11,17,31,40,0,0,0,0,0,0,0,0,0,71,4,5,3,8,11,5,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,103,101,0,101
NEWTON BRAGA COLEGIO,Privada,VILA MARIA,-46.5936421,-23.512616,SAO PAULO,2012,35193240,4,Privada,São Paulo,RUA NEWTON BRAGA,147,,VILA MARIA BAIXA,2120020,11,29554476,,,COLEGIONB@IG.COM.BR,Em Atividade,26/1/2012,3/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,52801388000123,52801388000123,Não,,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,7,7,Não,Não,11,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,50,11,3,8,39,7,6,9,7,6,4,0,0,0,35,4,0,0,0,0,0,0,0,0,0,39,7,6,9,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
DENTINHO DE LEITE ESCOLA DE EDUCACAO INFANTIL,Privada,IPIRANGA,-46.61357579,-23.59578824,SAO PAULO,2012,35419370,4,Privada,São Paulo,RUA ALBERTO NEPOMUCENO,53,,VILA DOM PEDRO I,4270030,11,50610123,,,DENTINHO.DE.LEITE@TERRA.COM.BR,Em Atividade,1/2/2012,18/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,4070293000134,4070293000134,Não,,Sim,Não,Não,Não,Sim,Não,,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,3,3,Sim,Não,3,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,1,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRES DE MAIO COLEGIO UNID I,Privada,IPIRANGA,-46.6136792,-23.6003733,SAO PAULO,2012,35106823,4,Privada,São Paulo,R SALVADOR SIMOES,722,,VL D PEDRO I,4276000,11,50629090,50600108,50629090,3DEMAIO@COLEGIO3DEMAIO.COM.BR,Em Atividade,30/1/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,49784465000170,49784465000170,Não,,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,15,15,Não,Sim,23,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,20,20,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,170,11,3,8,131,11,13,13,21,18,14,20,11,10,76,55,0,0,0,0,0,0,0,0,0,131,11,13,13,21,18,14,20,11,10,28,13,0,15,0,0,28,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMA NOVO COLEGIO UNIDADE II,Privada,SANTANA,-46.6187522,-23.4902946,SAO PAULO,2012,35396163,4,Privada,São Paulo,AVENIDA LEONCIO DE MAGALHAES,1300,,JARDIM SAO PAULO ZONA LESTE,2042011,11,29798142,,,,Em Atividade,26/1/2012,11/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,54660139000271,54660139000271,Não,,Não,Não,Sim,Não,Sim,Não,,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,7,7,Não,Não,10,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,9,6,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,85,27,3,24,58,0,24,14,12,8,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,58,0,24,14,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
