PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35431539,-46.3915,-23.5831,CR P CONV TUQUINHA II,Privada,SAO PAULO,CIDADE TIRADENTES,EDIMUNDO AUDRAN,163,CONJUNTO HABITACIONAL BARRO BRANCO II,8473532,22851080,,CEITUQUINHA2@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Não,14,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,78,Privada,Filantropica,
35431576,-46.4011,-23.5727,CR P CONV PRIMEIRA INFANCIA,Privada,SAO PAULO,CIDADE TIRADENTES,REGRESSO FELIZ,119,CONJUNTO HABITACIONAL INACIO MONTEIRO,8472210,25557211,,CEI1INFANCIA@BRASILGIGANTE.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,6,6,Não,Não,14,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,78,Privada,Filantropica,
35431588,-46.7327,-23.4437,CEI INDIR JARAGUA I,Privada,SAO PAULO,JARAGUA,ANGELO DA SILVA,138,PARQUE NACOES UNIDAS,2996140,39452675,,CEIJARAGUA@IG.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,7,7,Não,Sim,25,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,158,Privada,Filantropica,
35431746,-46.65891046,-23.49025014,TRIANGULO ESCOLA DE EDUCACAO INFANTIL,Privada,SAO PAULO,CASA VERDE,RUA EPAMINONDAS MELO DO AMARAL,1251,SITIO DO MANDAQUI,2542000,22082987,,MARTHAPEDRASSANI@GMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,10,4,Sim,Não,4,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,8,Privada,Particular,
35431898,-46.6589,-23.6657,CR P CONV THEREZINHA PIMENTEL PUCCA,Privada,SAO PAULO,CIDADE ADEMAR,SASSAKI,86,VILA MARARI,4403000,55631464,,CEITHEREZINHAPPUCCA@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,6,6,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,82,Privada,Filantropica,
35432261,-46.44331872,-23.54916876,CR P CONV OLGA TEREZA,Privada,SAO PAULO,JOSE BONIFACIO,ANHUPOCA,94,ITAQUERA,8215660,22542868,,OLGATIQ@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,8,8,Não,Não,18,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,116,Privada,Filantropica,
35432271,-46.40746082,-23.54762788,CR P CONV MAYARA ESPERANCA E VIDA,Privada,SAO PAULO,GUAIANASES,OTELO AUGUSTO RIBEIRO,556,GUAIANAZES,8412000,25541859,,CRPC.MAYARA@GMAIL.COM,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,5,Não,Sim,17,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Não,Sim,Não,Não,1,81,Privada,Filantropica,
35432283,-46.398,-23.5364,CR P CONV VOVO MARLENE IV,Privada,SAO PAULO,LAJEADO,FRANCISCO FERNANDES FRAZAO,130,LAJEADO,8452180,25539497,,VOVOMARLENE04@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,5,5,Não,Não,12,Sim,Sim,Possui,Sim,1,0,Não,Não,Não,Sim,Não,Não,1,73,Privada,Filantropica,
35432350,-46.4561,-23.5631,CR P CONV EFIGENIA MARIA DE JESUS,Privada,SAO PAULO,PARQUE DO CARMO,JOHN SPEERS,2301,FAZENDA CAGUACU,8265040,22542971,,CEIEFIGENIAMARIADEJESUS@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,6,6,Não,Não,14,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Filantropica,
35432362,-46.51556543,-23.53628593,CASTELO DO SABER ESCOLA DE EDUCACAO INFANTIL,Privada,SAO PAULO,PENHA,RUA PEIROPOLIS,610,VILA GUILHERMINA,3543140,20388925,,CASTELODOSABER@HOTMAIL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,6,6,Sim,Sim,12,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Não,Não,1,50,Privada,Particular,
35432398,-46.6986508,-23.4978333,PEGASUS COLEGIO,Privada,SAO PAULO,FREGUESIA DO O,RUA FRANCISCO PEDROSO,75,MOINHO VELHO,2960010,25036375,25036376,LEMARCELINO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,11,11,Sim,Sim,39,Sim,Sim,Possui,Sim,13,11,Sim,Sim,Sim,Sim,Não,Não,1,96,Privada,Particular,
35432490,-46.4152,-23.5403,CR P CONV ANJOS DA ESPERANCA,Privada,SAO PAULO,LAJEADO,TRISTAO GAGO,60,GUAIANASES,8441320,20169101,,JLOURES2008@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,6,6,Não,Não,13,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,69,Privada,Filantropica,
35432520,-46.41469294,-23.4891759,RECREANDO NUCLEO EDUCACIONAL,Privada,SAO PAULO,ITAIM PAULISTA,RUA FRANCISCO ANTONIO MEIRA,61,JARDIM MAIA,8180270,25816014,,VN.GUTIERREZ@HOTMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,6,5,Não,Não,11,Sim,,,Não,0,0,Sim,Não,Não,Sim,Sim,Não,1,31,Privada,Particular,
35432532,-46.40115782,-23.50939728,FUNDAMENTAL KIDS ESCOLA DE EDUCACAO INFANTIL,Privada,SAO PAULO,ITAIM PAULISTA,RUA ALTO JURUA,200,VILA PROGRESSO,8140310,25616185,,FUNDAMENTALKIDS@HOTMAIL.COM,Em Atividade,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,4,2,Sim,Não,5,Não,Sim,Possui,Sim,4,4,Sim,Não,Não,Sim,Não,Não,1,4,Privada,Particular,
35432556,-46.5942,-23.6247,CEI INDIR NORA AULER DE ARRUDA BOTELHO,Privada,SAO PAULO,SACOMA,SAO JOAO CLIMACO,SN,SAO JOAO CLIMACO,4255010,22640941,22640941,NORA@CRUZADA.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,8,8,Não,Não,29,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,177,Privada,Filantropica,
35432600,-46.40041694,-23.5102482,STAR BABY CENTRO DE RECREACAO INFANTIL,Privada,SAO PAULO,ITAIM PAULISTA,RUA ALTO JURUA,272,VILA PROGRESSO ZONA LESTE,8140310,25685026,,CRISTARBABY@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,4,4,Não,Não,6,Não,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,13,Privada,Particular,
35432611,-46.4271,-23.4767,CR P CONV SEMENTES DA VIDEIRA,Privada,SAO PAULO,JARDIM HELENA,DOUTOR JOSE ARTUR NOVA,2419,PARQUE PAULISTANO,8090000,25812137,,CEIVIDEIRA@FUNDESP.ORG.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,5,5,Não,Não,13,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,69,Privada,Filantropica,
35432623,-46.7546,-23.4102,CR P CONV GRANDE PRINCIPE,Privada,SAO PAULO,PERUS,GONCALVES DE ANDRADE,221,VILA PERUS,5211210,39155505,,RAQUELVILASBOAS_1@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,4,4,Não,Sim,16,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,84,Privada,Filantropica,
35432702,-46.5993,-23.6214,CR P CONV PRIMEIROS PASSOS,Privada,SAO PAULO,SACOMA,ESTILAC,271,VILA MARTE,4250090,23512597,,CEI_PRIMEIROS_PASSOS@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,4,4,Não,Não,12,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,60,Privada,Filantropica,
35432714,-46.45662994,-23.55824969,CR P CONV HORIZONTE,Privada,SAO PAULO,PARQUE DO CARMO,SERRA DE SANTA MARTA,106,VILA CARMOSINA,8290420,25224960,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,4,4,Não,Sim,18,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,111,Privada,Filantropica,
35432787,-46.6305,-23.5732,CEI INDIR NOVE DE JULHO,Privada,SAO PAULO,LIBERDADE,MUNIZ DE SOUSA,1304,ACLIMACAO,1534001,26380012,,ACLIMACAO@PROMOVE.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,6,6,Não,Não,17,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Não,Não,1,95,Privada,Filantropica,
35432799,-46.6618,-23.5343,CR P CONV GIRASSOL,Privada,SAO PAULO,SANTA CECILIA,PACAEMBU,829,PACAEMBU,1234001,36666301,,CEIGIRASSOLSE@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,10,10,Não,Não,22,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,119,Privada,Filantropica,
35432854,-46.45589848,-23.53972295,CR P CONV UNIVERSO DA CRIANCA III,Privada,SAO PAULO,ITAQUERA,BARROS CASSAL,88,ITAQUERA,8210180,20521962,,CEIUNIVERSODACRIANCA@CEMPORCENTOSOCIAL.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,16,16,Não,Não,27,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,160,Privada,Filantropica,
35432878,-46.3906,-23.5444,CR P CONV RAFA GIRE IV,Privada,SAO PAULO,LAJEADO,GASPAR SARDINHA,03A,JARDIM FANGANIELLO,8450480,25546534,,CAIMA_LOURENCO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,11,11,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Não,Sim,Não,Sim,Sim,Não,1,106,Privada,Filantropica,
35432885,-46.6577,-23.6675,CR P CONV MDLD-AMIGOS UNIDOS VENCEREMOS - UN II,Privada,SAO PAULO,CIDADE ADEMAR,ITAPECERICA DA SERRA,135,CIDADE ADEMAR,4404060,55624870,,MDLD.UNIDADE2@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,6,6,Não,Não,13,Sim,Sim,Possui,Sim,2,1,Sim,Sim,Não,Sim,Não,Não,1,78,Privada,Filantropica,
35432891,-46.4572,-23.5617,CR P CONV JANDIRA LUIZ DE SOUZA,Privada,SAO PAULO,PARQUE DO CARMO,PONTA DE LUCENA,249,JARDIM MARABA,8270340,25213970,,CEIJANDIRALUIZDESOUZA@HOTMAIL.COM,Em Atividade,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,15,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Filantropica,
35432912,-46.45637653,-23.53240165,CR P CONV SONHO ENCANTADO,Privada,SAO PAULO,ITAQUERA,MARIANO MORO,535,VILA REGINA,8225060,20723903,,CEISONHOENCANTADO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,6,6,Não,Não,19,Sim,,,Não,0,0,Sim,Não,Não,Sim,Não,Não,1,136,Privada,Filantropica,
35432921,-46.3964,-23.547,CR P CONV CASINHA DA VOVO,Privada,SAO PAULO,LAJEADO,INACIO DE OLIVEIRA CAMPOS,28,JARDIM FANGANIELLO,8450450,20165600,,BETSADA.1968@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,5,5,Não,Não,13,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,73,Privada,Filantropica,
35432933,-46.7092,-23.65,CEI INDIR SANTO AMARO,Privada,SAO PAULO,SANTO AMARO,CERQUEIRA CESAR,301,SANTO AMARO,4750080,55241642,,CEISANTOAMARO@UOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,12,12,Não,Não,28,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,198,Privada,Filantropica,
35432945,-46.4056,-23.5379,CR P CONV CAMINHAR E CRESCER,Privada,SAO PAULO,LAJEADO,ANTONIO THADEO,697,LAJEADO,8450160,25524735,,CEICAMINHARECRESCER@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,4,4,Não,Não,12,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,66,Privada,Filantropica,
35432969,-46.4735,-23.5605,CR P CONV THEREZINHA HELENA,Privada,SAO PAULO,CIDADE LIDER,BATALHA DE CATALAO,26,CIDADE LIDER,8280390,,,INSTITUTOVIDA.SP@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Não,Não,18,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,104,Privada,Filantropica,
35432970,-46.3954,-23.5294,CR P CONV JOSE AMADO DOS SANTOS,Privada,SAO PAULO,LAJEADO,CASSUNUNGA,8,JARDIM LOURDES,8452500,25127832,,DIRETORA.JOSEAMADO@BOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,4,4,Não,Não,12,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,67,Privada,Filantropica,
35432982,-46.43063662,-23.5486305,CR P CONV JOSE AUGUSTO,Privada,SAO PAULO,JOSE BONIFACIO,LINCOLN JUNQUEIRA,35,JARDIM SAO PEDRO,8420660,25523724,,JAUGUSTO.CEI@HOTMAIL.COM,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Sim,Não,30,Sim,Sim,Não possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,205,Privada,Filantropica,
35433020,-46.5895,-23.6014,CR P CONV SEMENTE DE ESPERANCA,Privada,SAO PAULO,IPIRANGA,COLORADO,284,VILA CARIOCA,4225050,20619203,,CESES-SE@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,4,4,Não,Não,10,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,65,Privada,Filantropica,
35433032,-46.5514,-23.5232,CR P CONV AQUARELA II,Privada,SAO PAULO,PENHA,RODOVALHO JUNIOR,229,PENHA DE FRANCA,3605000,20820222,,CEIAQUARELA.TATIANAGIOVANNINI@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,12,12,Não,Não,25,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Não,Não,1,135,Privada,Filantropica,
35433044,-46.4983,-23.4844,CEI INDIR MARTA TEREZINHA GODINHO,Privada,SAO PAULO,ERMELINO MATARAZZO,BATUIRA DO CAMPO,49,ERMELINO MATARAZZO,3828000,22143719,,CEIMARTAGODINHO@YAHOO.COM.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,7,7,Sim,Não,25,Sim,Sim,Não possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,154,Privada,Filantropica,
35433056,-46.3836,-23.5852,CR P CONV MONICA CUSTODIO DA SILVA - II,Privada,SAO PAULO,CIDADE TIRADENTES,BERILO DA FONSECA NEVES,14,JARDIM PEROLA I,8474310,25181255,,MONICUSTODIO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Não,14,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Não,Não,Não,1,79,Privada,Filantropica,
35433068,-46.7506,-23.6022,CR P CONV MAE DE DEUS,Privada,SAO PAULO,VILA SONIA,ENGENHEIRO ARTUR DE MIRANDA,236,INSTITUTO DE PREVIDENCIA,5534010,37519041,37511408,CEIMD@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,8,8,Não,Não,23,Sim,Sim,Possui,Sim,3,1,Não,Não,Não,Não,Não,Não,1,103,Privada,Filantropica,
35433093,-46.7472,-23.5457,CR P CONV ANGLICANA JULIAN THOMAS - UN III,Privada,SAO PAULO,JAGUARE,MARSELHA,845,JAGUARE,5332000,37662385,,CEIJULIANTHOMAS@GMAIL.COM,Em Atividade,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,13,13,Não,Sim,23,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,138,Privada,Filantropica,
35433100,-46.4481,-23.6324,CEI INDIR GLEBA SAO FRANCISCO,Privada,SAO PAULO,SAO RAFAEL,ELSA MORANTE,62,JARDIM SAO FRANCISCO,8390324,27538772,27542460,MARIA_DETE@HOTMAIL.COM,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,24,Sim,Sim,Possui,Sim,3,0,Sim,Não,Não,Sim,Não,Não,1,160,Privada,Filantropica,
35433111,-46.5244,-23.6114,CEI INDIR MARIA PENHA NASCIMENTO,Privada,SAO PAULO,SAPOPEMBA,DO ORATORIO,6355,JARDIM ANGELA ZONA LESTE,3221300,27533868,,CEIMARIADAPENHA@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,10,10,Não,Não,32,Sim,,,Não,0,0,Sim,Sim,Sim,Sim,Não,Não,1,223,Privada,Filantropica,
35433123,-46.552,-23.5189,CEI INDIR TIQUATIRA I,Privada,SAO PAULO,PENHA,KAMPALA,220,JARDIM AMERICA DA PENHA,3704015,28495022,,CEITIQUATIRALUZDOFUTRO@YAHOO.COM,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,7,7,Não,Não,16,Sim,,,Não,0,0,Sim,Não,Não,Sim,Não,Não,1,124,Privada,Filantropica,
35433135,-46.6354266,-23.601683,HENRY WALLON ESCOLA,Privada,SAO PAULO,SAUDE,RUA PADRE MACHADO,130,BOSQUE DA SAUDE,4127000,50838502,,,Em Atividade,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Sim,Sim,30,Não,Sim,Possui,Sim,6,3,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Particular,
35433147,-46.4687,-23.52105411,CEI INDIR JOAO FERNANDES III,Privada,SAO PAULO,ITAQUERA,RACA HUMANA,35,CONJUNTO HABITACIONAL AGUIA DE HAIA,8223590,20262398,,CEIJOAOFERNANDES3_AMASP@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Sim,Não,15,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,190,Privada,Filantropica,
35433159,-46.5672,-23.5719,CEI INDIR PROFESSORA PILAR FUENTES ROMEU,Privada,SAO PAULO,AGUA RASA,JOAO BIZARRO DA NAVE,241,VILA DIVA ZONA LESTE,3351100,29259373,,CINTIA.MENEZES@CASADAEDITINHA.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,5,5,Não,Não,20,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,91,Privada,Filantropica,
35433202,-46.6934,-23.5047,CR P CONV MEI MEI,Privada,SAO PAULO,FREGUESIA DO O,NOSSA SENHORA DO O,2088,LIMAO,2715000,39318555,,CEIMEIMEI@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,9,9,Sim,Sim,22,Sim,,,Não,0,0,Não,Sim,Não,Sim,Sim,Não,1,118,Privada,Filantropica,
35433354,-46.55346726,-23.54625346,BABY PRIME BERCARIO E EDUCACAO INFANTIL,Privada,SAO PAULO,TATUAPE,RUA AZEVEDO SOARES,2409,VILA GOMES CARDIM,3322002,22251550,,COORDENADORIA@BABYPRIME.COM.BR,Em Atividade,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,11,5,Sim,Não,48,Sim,Sim,Possui,Sim,7,3,Sim,Não,Não,Sim,Não,Não,1,81,Privada,Particular,
35433366,-46.4133,-23.5438,CR P CONV CRISTAIS DAS CRIANCAS - UN II,Privada,SAO PAULO,GUAIANASES,HIPOLITO DE CAMARGO,145,VILA LOURDES,8410030,25533205,,CRISTAISDASCRIANCAS2@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Não,Não,22,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,136,Privada,Filantropica,
